220523198201244933,卫高俊,,19820124,16,2,1,13542211016,020-81001016,buu1016@163.com,1,小米1016,北京10161,020-83001016,研发部,开发人员,3,15.1016,13542211516,1,20.1016,卫高俊1016,
220523197604136537,傅怡悦,,19760413,17,2,1,13542211017,020-81001017,buu1017@163.com,1,小米1017,北京10171,020-83001017,研发部,开发人员,3,15.1017,13542211517,1,20.1017,傅怡悦1017,
360481197307264953,何黎昕,,19730726,18,2,1,13542211018,020-81001018,buu1018@163.com,1,小米1018,北京10181,020-83001018,研发部,开发人员,3,15.1018,13542211518,1,20.1018,何黎昕1018,
360481198201282998,唐睿渊,,19820128,19,2,1,13542211019,020-81001019,buu1019@163.com,1,小米1019,北京10191,020-83001019,研发部,开发人员,3,15.1019,13542211519,1,20.1019,唐睿渊1019,
36048119760428861X,孔俊豪,,19760428,20,2,1,13542211020,020-81001020,buu1020@163.com,1,小米1020,北京10201,020-83001020,研发部,开发人员,3,15.1020,13542211520,1,20.1020,孔俊豪1020,
360481197605257516,姜怡畅,,19760525,21,2,1,13542211021,020-81001021,buu1021@163.com,1,小米1021,北京10211,020-83001021,研发部,开发人员,3,15.1021,13542211521,1,20.1021,姜怡畅1021,
360481198809255816,傅明睿,,19880925,22,2,1,13542211022,020-81001022,buu1022@163.com,1,小米1022,北京10221,020-83001022,研发部,开发人员,3,15.1022,13542211522,1,20.1022,傅明睿1022,
360481198707289476,卜杰伟,,19870728,23,2,1,13542211023,020-81001023,buu1023@163.com,1,小米1023,北京10231,020-83001023,研发部,开发人员,3,15.1023,13542211523,1,20.1023,卜杰伟1023,
36048119720220433X,魏鸿涛,,19720220,24,2,1,13542211024,020-81001024,buu1024@163.com,1,小米1024,北京10241,020-83001024,研发部,开发人员,3,15.1024,13542211524,1,20.1024,魏鸿涛1024,
360481199007127913,周越彬,,19900712,25,2,1,13542211025,020-81001025,buu1025@163.com,1,小米1025,北京10251,020-83001025,研发部,开发人员,3,15.1025,13542211525,1,20.1025,周越彬1025,
360481197309107935,邹立诚,,19730910,26,2,1,13542211026,020-81001026,buu1026@163.com,1,小米1026,北京10261,020-83001026,研发部,开发人员,3,15.1026,13542211526,1,20.1026,邹立诚1026,
360481197309193159,施泽洋,,19730919,27,2,1,13542211027,020-81001027,buu1027@163.com,1,小米1027,北京10271,020-83001027,研发部,开发人员,3,15.1027,13542211527,1,20.1027,施泽洋1027,
360481199005219654,余怡悦,,19900521,28,2,1,13542211028,020-81001028,buu1028@163.com,1,小米1028,北京10281,020-83001028,研发部,开发人员,3,15.1028,13542211528,1,20.1028,余怡悦1028,
360481197001185152,鲁雅畅,,19700118,29,2,1,13542211029,020-81001029,buu1029@163.com,1,小米1029,北京10291,020-83001029,研发部,开发人员,3,15.1029,13542211529,1,20.1029,鲁雅畅1029,
360481198209167257,王明睿,,19820916,30,2,1,13542211030,020-81001030,buu1030@163.com,1,小米1030,北京10301,020-83001030,研发部,开发人员,3,15.1030,13542211530,1,20.1030,王明睿1030,
360481197806209035,常新荣,,19780620,31,2,1,13542211031,020-81001031,buu1031@163.com,1,小米1031,北京10311,020-83001031,研发部,开发人员,3,15.1031,13542211531,1,20.1031,常新荣1031,
360481197303135396,吕怡宁,,19730313,32,2,1,13542211032,020-81001032,buu1032@163.com,1,小米1032,北京10321,020-83001032,研发部,开发人员,3,15.1032,13542211532,1,20.1032,吕怡宁1032,
360481197701184214,喻伟诚,,19770118,33,2,1,13542211033,020-81001033,buu1033@163.com,1,小米1033,北京10331,020-83001033,研发部,开发人员,3,15.1033,13542211533,1,20.1033,喻伟诚1033,
36048119730928419X,郎雄博,,19730928,34,2,1,13542211034,020-81001034,buu1034@163.com,1,小米1034,北京10341,020-83001034,研发部,开发人员,3,15.1034,13542211534,1,20.1034,郎雄博1034,
360481198906224157,史伟诚,,19890622,35,2,1,13542211035,020-81001035,buu1035@163.com,1,小米1035,北京10351,020-83001035,研发部,开发人员,3,15.1035,13542211535,1,20.1035,史伟诚1035,
650101198604183434,任清怡,,19860418,36,2,1,13542211036,020-81001036,buu1036@163.com,1,小米1036,北京10361,020-83001036,研发部,开发人员,3,15.1036,13542211536,1,20.1036,任清怡1036,
650101198604192138,杨懿轩,,19860419,37,2,1,13542211037,020-81001037,buu1037@163.com,1,小米1037,北京10371,020-83001037,研发部,开发人员,3,15.1037,13542211537,1,20.1037,杨懿轩1037,
650101198801216530,曹睿渊,,19880121,38,2,1,13542211038,020-81001038,buu1038@163.com,1,小米1038,北京10381,020-83001038,研发部,开发人员,3,15.1038,13542211538,1,20.1038,曹睿渊1038,
650101198005219597,俞明旭,,19800521,39,2,1,13542211039,020-81001039,buu1039@163.com,1,小米1039,北京10391,020-83001039,研发部,开发人员,3,15.1039,13542211539,1,20.1039,俞明旭1039,
650101197905253833,魏旭尧,,19790525,40,2,1,13542211040,020-81001040,buu1040@163.com,1,小米1040,北京10401,020-83001040,研发部,开发人员,3,15.1040,13542211540,1,20.1040,魏旭尧1040,
650101199003253913,柳德海,,19900325,41,2,1,13542211041,020-81001041,buu1041@163.com,1,小米1041,北京10411,020-83001041,研发部,开发人员,3,15.1041,13542211541,1,20.1041,柳德海1041,
650101197604223833,唐懿轩,,19760422,42,2,1,13542211042,020-81001042,buu1042@163.com,1,小米1042,北京10421,020-83001042,研发部,开发人员,3,15.1042,13542211542,1,20.1042,唐懿轩1042,
650101198805162453,王高朗,,19880516,43,2,1,13542211043,020-81001043,buu1043@163.com,1,小米1043,北京10431,020-83001043,研发部,开发人员,3,15.1043,13542211543,1,20.1043,王高朗1043,
650101198709117353,薛雄强,,19870911,44,2,1,13542211044,020-81001044,buu1044@163.com,1,小米1044,北京10441,020-83001044,研发部,开发人员,3,15.1044,13542211544,1,20.1044,薛雄强1044,
650101199004151716,许熙泰,,19900415,45,2,1,13542211045,020-81001045,buu1045@163.com,1,小米1045,北京10451,020-83001045,研发部,开发人员,3,15.1045,13542211545,1,20.1045,许熙泰1045,
650101197806152498,鲍俊朗,,19780615,46,2,1,13542211046,020-81001046,buu1046@163.com,1,小米1046,北京10461,020-83001046,研发部,开发人员,3,15.1046,13542211546,1,20.1046,鲍俊朗1046,
650101198103202713,史文杰,,19810320,47,2,1,13542211047,020-81001047,buu1047@163.com,1,小米1047,北京10471,020-83001047,研发部,开发人员,3,15.1047,13542211547,1,20.1047,史文杰1047,
650101198605161456,余俊哲,,19860516,48,2,1,13542211048,020-81001048,buu1048@163.com,1,小米1048,北京10481,020-83001048,研发部,开发人员,3,15.1048,13542211548,1,20.1048,余俊哲1048,
650101198806249059,贺懿轩,,19880624,49,2,1,13542211049,020-81001049,buu1049@163.com,1,小米1049,北京10491,020-83001049,研发部,开发人员,3,15.1049,13542211549,1,20.1049,贺懿轩1049,
650101198503185115,潘雅量,,19850318,50,2,1,13542211050,020-81001050,buu1050@163.com,1,小米1050,北京10501,020-83001050,研发部,开发人员,3,15.1050,13542211550,1,20.1050,潘雅量1050,
650101197805142271,吕立诚,,19780514,51,2,1,13542211051,020-81001051,buu1051@163.com,1,小米1051,北京10511,020-83001051,研发部,开发人员,3,15.1051,13542211551,1,20.1051,吕立诚1051,
650101197501164594,柏高俊,,19750116,52,2,1,13542211052,020-81001052,buu1052@163.com,1,小米1052,北京10521,020-83001052,研发部,开发人员,3,15.1052,13542211552,1,20.1052,柏高俊1052,
650101198503203096,曹博文,,19850320,53,2,1,13542211053,020-81001053,buu1053@163.com,1,小米1053,北京10531,020-83001053,研发部,开发人员,3,15.1053,13542211553,1,20.1053,曹博文1053,
430101198504112398,葛德海,,19850411,54,2,1,13542211054,020-81001054,buu1054@163.com,1,小米1054,北京10541,020-83001054,研发部,开发人员,3,15.1054,13542211554,1,20.1054,葛德海1054,
430101197903253310,章哲瀚,,19790325,55,2,1,13542211055,020-81001055,buu1055@163.com,1,小米1055,北京10551,020-83001055,研发部,开发人员,3,15.1055,13542211555,1,20.1055,章哲瀚1055,
430101197709187137,史德懋,,19770918,56,2,1,13542211056,020-81001056,buu1056@163.com,1,小米1056,北京10561,020-83001056,研发部,开发人员,3,15.1056,13542211556,1,20.1056,史德懋1056,
430101198903142279,凤德海,,19890314,57,2,1,13542211057,020-81001057,buu1057@163.com,1,小米1057,北京10571,020-83001057,研发部,开发人员,3,15.1057,13542211557,1,20.1057,凤德海1057,
43010119870326655X,滕淳雅,,19870326,58,2,1,13542211058,020-81001058,buu1058@163.com,1,小米1058,北京10581,020-83001058,研发部,开发人员,3,15.1058,13542211558,1,20.1058,滕淳雅1058,
430101198802151897,鲁靖琪,,19880215,59,2,1,13542211059,020-81001059,buu1059@163.com,1,小米1059,北京10591,020-83001059,研发部,开发人员,3,15.1059,13542211559,1,20.1059,鲁靖琪1059,
430101197904231578,华德茂,,19790423,60,2,1,13542211060,020-81001060,buu1060@163.com,1,小米1060,北京10601,020-83001060,研发部,开发人员,3,15.1060,13542211560,1,20.1060,华德茂1060,
430101197006113254,余淳雅,,19700611,61,2,1,13542211061,020-81001061,buu1061@163.com,1,小米1061,北京10611,020-83001061,研发部,开发人员,3,15.1061,13542211561,1,20.1061,余淳雅1061,
430101198204148110,云伟宸,,19820414,62,2,1,13542211062,020-81001062,buu1062@163.com,1,小米1062,北京10621,020-83001062,研发部,开发人员,3,15.1062,13542211562,1,20.1062,云伟宸1062,
430101197506188957,傅德辉,,19750618,63,2,1,13542211063,020-81001063,buu1063@163.com,1,小米1063,北京10631,020-83001063,研发部,开发人员,3,15.1063,13542211563,1,20.1063,傅德辉1063,
430101198104236199,云明诚,,19810423,64,2,1,13542211064,020-81001064,buu1064@163.com,1,小米1064,北京10641,020-83001064,研发部,开发人员,3,15.1064,13542211564,1,20.1064,云明诚1064,
430101198009251091,费明曜,,19800925,65,2,1,13542211065,020-81001065,buu1065@163.com,1,小米1065,北京10651,020-83001065,研发部,开发人员,3,15.1065,13542211565,1,20.1065,费明曜1065,
430101197003259258,水俊豪,,19700325,66,2,1,13542211066,020-81001066,buu1066@163.com,1,小米1066,北京10661,020-83001066,研发部,开发人员,3,15.1066,13542211566,1,20.1066,水俊豪1066,
430101197401138232,窦晋鹏,,19740113,67,2,1,13542211067,020-81001067,buu1067@163.com,1,小米1067,北京10671,020-83001067,研发部,开发人员,3,15.1067,13542211567,1,20.1067,窦晋鹏1067,
430101198901162815,郎淳雅,,19890116,68,2,1,13542211068,020-81001068,buu1068@163.com,1,小米1068,北京10681,020-83001068,研发部,开发人员,3,15.1068,13542211568,1,20.1068,郎淳雅1068,
430101197802104391,鲁俊智,,19780210,69,2,1,13542211069,020-81001069,buu1069@163.com,1,小米1069,北京10691,020-83001069,研发部,开发人员,3,15.1069,13542211569,1,20.1069,鲁俊智1069,
430101198405128490,卞修杰,,19840512,70,2,1,13542211070,020-81001070,buu1070@163.com,1,小米1070,北京10701,020-83001070,研发部,开发人员,3,15.1070,13542211570,1,20.1070,卞修杰1070,
430101198302165213,殷远翔,,19830216,71,2,1,13542211071,020-81001071,buu1071@163.com,1,小米1071,北京10711,020-83001071,研发部,开发人员,3,15.1071,13542211571,1,20.1071,殷远翔1071,
350982197103165971,沈熙泰,,19710316,72,2,1,13542211072,020-81001072,buu1072@163.com,1,小米1072,北京10721,020-83001072,研发部,开发人员,3,15.1072,13542211572,1,20.1072,沈熙泰1072,
350982197203229856,王雄逸,,19720322,73,2,1,13542211073,020-81001073,buu1073@163.com,1,小米1073,北京10731,020-83001073,研发部,开发人员,3,15.1073,13542211573,1,20.1073,王雄逸1073,
350982198301247972,俞天佑,,19830124,74,2,1,13542211074,020-81001074,buu1074@163.com,1,小米1074,北京10741,020-83001074,研发部,开发人员,3,15.1074,13542211574,1,20.1074,俞天佑1074,
350982198508199859,曹伟博,,19850819,75,2,1,13542211075,020-81001075,buu1075@163.com,1,小米1075,北京10751,020-83001075,研发部,开发人员,3,15.1075,13542211575,1,20.1075,曹伟博1075,
350982197403232814,许黎昕,,19740323,76,2,1,13542211076,020-81001076,buu1076@163.com,1,小米1076,北京10761,020-83001076,研发部,开发人员,3,15.1076,13542211576,1,20.1076,许黎昕1076,
350982199002223879,任鹏煊,,19900222,77,2,1,13542211077,020-81001077,buu1077@163.com,1,小米1077,北京10771,020-83001077,研发部,开发人员,3,15.1077,13542211577,1,20.1077,任鹏煊1077,
350982197706107551,马俊智,,19770610,78,2,1,13542211078,020-81001078,buu1078@163.com,1,小米1078,北京10781,020-83001078,研发部,开发人员,3,15.1078,13542211578,1,20.1078,马俊智1078,
35098219900613171X,任晟睿,,19900613,79,2,1,13542211079,020-81001079,buu1079@163.com,1,小米1079,北京10791,020-83001079,研发部,开发人员,3,15.1079,13542211579,1,20.1079,任晟睿1079,
350982198505237733,姜高朗,,19850523,80,2,1,13542211080,020-81001080,buu1080@163.com,1,小米1080,北京10801,020-83001080,研发部,开发人员,3,15.1080,13542211580,1,20.1080,姜高朗1080,
350982198706245772,周伟祺,,19870624,81,2,1,13542211081,020-81001081,buu1081@163.com,1,小米1081,北京10811,020-83001081,研发部,开发人员,3,15.1081,13542211581,1,20.1081,周伟祺1081,
350982198007107012,李俊智,,19800710,82,2,1,13542211082,020-81001082,buu1082@163.com,1,小米1082,北京10821,020-83001082,研发部,开发人员,3,15.1082,13542211582,1,20.1082,李俊智1082,
350982197702158693,潘圣杰,,19770215,83,2,1,13542211083,020-81001083,buu1083@163.com,1,小米1083,北京10831,020-83001083,研发部,开发人员,3,15.1083,13542211583,1,20.1083,潘圣杰1083,
350982197607284392,傅欣欣,,19760728,84,2,1,13542211084,020-81001084,buu1084@163.com,1,小米1084,北京10841,020-83001084,研发部,开发人员,3,15.1084,13542211584,1,20.1084,傅欣欣1084,
350982198805253436,俞新曦,,19880525,85,2,1,13542211085,020-81001085,buu1085@163.com,1,小米1085,北京10851,020-83001085,研发部,开发人员,3,15.1085,13542211585,1,20.1085,俞新曦1085,
350982199009117892,常皓轩,,19900911,86,2,1,13542211086,020-81001086,buu1086@163.com,1,小米1086,北京10861,020-83001086,研发部,开发人员,3,15.1086,13542211586,1,20.1086,常皓轩1086,
350982198902191433,许明煦,,19890219,87,2,1,13542211087,020-81001087,buu1087@163.com,1,小米1087,北京10871,020-83001087,研发部,开发人员,3,15.1087,13542211587,1,20.1087,许明煦1087,
350982197805104831,姜熙运,,19780510,88,2,1,13542211088,020-81001088,buu1088@163.com,1,小米1088,北京10881,020-83001088,研发部,开发人员,3,15.1088,13542211588,1,20.1088,姜熙运1088,
350982197707156398,李雄逸,,19770715,89,2,1,13542211089,020-81001089,buu1089@163.com,1,小米1089,北京10891,020-83001089,研发部,开发人员,3,15.1089,13542211589,1,20.1089,李雄逸1089,
411222197708257097,葛雅畅,,19770825,90,2,1,13542211090,020-81001090,buu1090@163.com,1,小米1090,北京10901,020-83001090,研发部,开发人员,3,15.1090,13542211590,1,20.1090,葛雅畅1090,
411222197701249350,汤明曜,,19770124,91,2,1,13542211091,020-81001091,buu1091@163.com,1,小米1091,北京10911,020-83001091,研发部,开发人员,3,15.1091,13542211591,1,20.1091,汤明曜1091,
411222197002133770,卫伟博,,19700213,92,2,1,13542211092,020-81001092,buu1092@163.com,1,小米1092,北京10921,020-83001092,研发部,开发人员,3,15.1092,13542211592,1,20.1092,卫伟博1092,
41122219890815111X,卞高卓,,19890815,93,2,1,13542211093,020-81001093,buu1093@163.com,1,小米1093,北京10931,020-83001093,研发部,开发人员,3,15.1093,13542211593,1,20.1093,卞高卓1093,
411222197509211950,姜澄邈,,19750921,94,2,1,13542211094,020-81001094,buu1094@163.com,1,小米1094,北京10941,020-83001094,研发部,开发人员,3,15.1094,13542211594,1,20.1094,姜澄邈1094,
411222198203288597,薛明煦,,19820328,95,2,1,13542211095,020-81001095,buu1095@163.com,1,小米1095,北京10951,020-83001095,研发部,开发人员,3,15.1095,13542211595,1,20.1095,薛明煦1095,
411222197503108290,韦英杰,,19750310,96,2,1,13542211096,020-81001096,buu1096@163.com,1,小米1096,北京10961,020-83001096,研发部,开发人员,3,15.1096,13542211596,1,20.1096,韦英杰1096,
411222198304162731,倪伟宸,,19830416,97,2,1,13542211097,020-81001097,buu1097@163.com,1,小米1097,北京10971,020-83001097,研发部,开发人员,3,15.1097,13542211597,1,20.1097,倪伟宸1097,
411222197505223153,俞新曦,,19750522,98,2,1,13542211098,020-81001098,buu1098@163.com,1,小米1098,北京10981,020-83001098,研发部,开发人员,3,15.1098,13542211598,1,20.1098,俞新曦1098,
411222198503218830,雷明煦,,19850321,99,2,1,13542211099,020-81001099,buu1099@163.com,1,小米1099,北京10991,020-83001099,研发部,开发人员,3,15.1099,13542211599,1,20.1099,雷明煦1099,
41122219720210953X,皮怡悦,,19720210,00,2,1,13542211100,020-81001100,buu1100@163.com,1,小米1100,北京11001,020-83001100,研发部,开发人员,3,15.1100,13542211600,1,20.1100,皮怡悦1100,
411222198206258414,葛新曦,,19820625,01,2,1,13542211101,020-81001101,buu1101@163.com,1,小米1101,北京11011,020-83001101,研发部,开发人员,3,15.1101,13542211601,1,20.1101,葛新曦1101,
411222198502276473,范高爽,,19850227,02,2,1,13542211102,020-81001102,buu1102@163.com,1,小米1102,北京11021,020-83001102,研发部,开发人员,3,15.1102,13542211602,1,20.1102,范高爽1102,
411222198307249090,安圣杰,,19830724,03,2,1,13542211103,020-81001103,buu1103@163.com,1,小米1103,北京11031,020-83001103,研发部,开发人员,3,15.1103,13542211603,1,20.1103,安圣杰1103,
411222197202121096,孟昊然,,19720212,04,2,1,13542211104,020-81001104,buu1104@163.com,1,小米1104,北京11041,020-83001104,研发部,开发人员,3,15.1104,13542211604,1,20.1104,孟昊然1104,
411222198802271797,安明煦,,19880227,05,2,1,13542211105,020-81001105,buu1105@163.com,1,小米1105,北京11051,020-83001105,研发部,开发人员,3,15.1105,13542211605,1,20.1105,安明煦1105,
411222198902131337,倪鸿涛,,19890213,06,2,1,13542211106,020-81001106,buu1106@163.com,1,小米1106,北京11061,020-83001106,研发部,开发人员,3,15.1106,13542211606,1,20.1106,倪鸿涛1106,
411222198602178758,朱浩皛,,19860217,07,2,1,13542211107,020-81001107,buu1107@163.com,1,小米1107,北京11071,020-83001107,研发部,开发人员,3,15.1107,13542211607,1,20.1107,朱浩皛1107,
450201197801275091,吴靖琪,,19780127,08,2,1,13542211108,020-81001108,buu1108@163.com,1,小米1108,北京11081,020-83001108,研发部,开发人员,3,15.1108,13542211608,1,20.1108,吴靖琪1108,
450201197205152538,邬哲瀚,,19720515,09,2,1,13542211109,020-81001109,buu1109@163.com,1,小米1109,北京11091,020-83001109,研发部,开发人员,3,15.1109,13542211609,1,20.1109,邬哲瀚1109,
450201197309146255,任明睿,,19730914,10,2,1,13542211110,020-81001110,buu1110@163.com,1,小米1110,北京11101,020-83001110,研发部,开发人员,3,15.1110,13542211610,1,20.1110,任明睿1110,
450201198903113813,张靖琪,,19890311,11,2,1,13542211111,020-81001111,buu1111@163.com,1,小米1111,北京11111,020-83001111,研发部,开发人员,3,15.1111,13542211611,1,20.1111,张靖琪1111,
450201198804119435,方新曦,,19880411,12,2,1,13542211112,020-81001112,buu1112@163.com,1,小米1112,北京11121,020-83001112,研发部,开发人员,3,15.1112,13542211612,1,20.1112,方新曦1112,
450201198507249997,严泽雨,,19850724,13,2,1,13542211113,020-81001113,buu1113@163.com,1,小米1113,北京11131,020-83001113,研发部,开发人员,3,15.1113,13542211613,1,20.1113,严泽雨1113,
450201198103106076,傅英杰,,19810310,14,2,1,13542211114,020-81001114,buu1114@163.com,1,小米1114,北京11141,020-83001114,研发部,开发人员,3,15.1114,13542211614,1,20.1114,傅英杰1114,
450201197608285618,云泽民,,19760828,15,2,1,13542211115,020-81001115,buu1115@163.com,1,小米1115,北京11151,020-83001115,研发部,开发人员,3,15.1115,13542211615,1,20.1115,云泽民1115,
450201197208231952,孙朗诣,,19720823,16,2,1,13542211116,020-81001116,buu1116@163.com,1,小米1116,北京11161,020-83001116,研发部,开发人员,3,15.1116,13542211616,1,20.1116,孙朗诣1116,
45020119740326635X,汤懿轩,,19740326,17,2,1,13542211117,020-81001117,buu1117@163.com,1,小米1117,北京11171,020-83001117,研发部,开发人员,3,15.1117,13542211617,1,20.1117,汤懿轩1117,
450201197203148295,贺鸿涛,,19720314,18,2,1,13542211118,020-81001118,buu1118@163.com,1,小米1118,北京11181,020-83001118,研发部,开发人员,3,15.1118,13542211618,1,20.1118,贺鸿涛1118,
450201198603143391,柳鑫鹏,,19860314,19,2,1,13542211119,020-81001119,buu1119@163.com,1,小米1119,北京11191,020-83001119,研发部,开发人员,3,15.1119,13542211619,1,20.1119,柳鑫鹏1119,
450201197101105710,汤晟睿,,19710110,20,2,1,13542211120,020-81001120,buu1120@163.com,1,小米1120,北京11201,020-83001120,研发部,开发人员,3,15.1120,13542211620,1,20.1120,汤晟睿1120,
450201197708285711,周熙泰,,19770828,21,2,1,13542211121,020-81001121,buu1121@163.com,1,小米1121,北京11211,020-83001121,研发部,开发人员,3,15.1121,13542211621,1,20.1121,周熙泰1121,
450201198208264337,魏怡宁,,19820826,22,2,1,13542211122,020-81001122,buu1122@163.com,1,小米1122,北京11221,020-83001122,研发部,开发人员,3,15.1122,13542211622,1,20.1122,魏怡宁1122,
450201198801275459,任明曜,,19880127,23,2,1,13542211123,020-81001123,buu1123@163.com,1,小米1123,北京11231,020-83001123,研发部,开发人员,3,15.1123,13542211623,1,20.1123,任明曜1123,
450201198905108874,葛黎昕,,19890510,24,2,1,13542211124,020-81001124,buu1124@163.com,1,小米1124,北京11241,020-83001124,研发部,开发人员,3,15.1124,13542211624,1,20.1124,葛黎昕1124,
450201198705213776,李俊伟,,19870521,25,2,1,13542211125,020-81001125,buu1125@163.com,1,小米1125,北京11251,020-83001125,研发部,开发人员,3,15.1125,13542211625,1,20.1125,李俊伟1125,
320500198803144250,蒋雄强,,19880314,26,2,1,13542211126,020-81001126,buu1126@163.com,1,小米1126,北京11261,020-83001126,研发部,开发人员,3,15.1126,13542211626,1,20.1126,蒋雄强1126,
320500197308172911,彭越彬,,19730817,27,2,1,13542211127,020-81001127,buu1127@163.com,1,小米1127,北京11271,020-83001127,研发部,开发人员,3,15.1127,13542211627,1,20.1127,彭越彬1127,
320500197808135113,岑俊伟,,19780813,28,2,1,13542211128,020-81001128,buu1128@163.com,1,小米1128,北京11281,020-83001128,研发部,开发人员,3,15.1128,13542211628,1,20.1128,岑俊伟1128,
320500198702221456,孔修杰,,19870222,29,2,1,13542211129,020-81001129,buu1129@163.com,1,小米1129,北京11291,020-83001129,研发部,开发人员,3,15.1129,13542211629,1,20.1129,孔修杰1129,
320500197804278934,于博文,,19780427,30,2,1,13542211130,020-81001130,buu1130@163.com,1,小米1130,北京11301,020-83001130,研发部,开发人员,3,15.1130,13542211630,1,20.1130,于博文1130,
320500198107196276,马怡和,,19810719,31,2,1,13542211131,020-81001131,buu1131@163.com,1,小米1131,北京11311,020-83001131,研发部,开发人员,3,15.1131,13542211631,1,20.1131,马怡和1131,
320500198607233811,康新荣,,19860723,32,2,1,13542211132,020-81001132,buu1132@163.com,1,小米1132,北京11321,020-83001132,研发部,开发人员,3,15.1132,13542211632,1,20.1132,康新荣1132,
320500197209255850,韩明旭,,19720925,33,2,1,13542211133,020-81001133,buu1133@163.com,1,小米1133,北京11331,020-83001133,研发部,开发人员,3,15.1133,13542211633,1,20.1133,韩明旭1133,
320500198709205838,窦弘文,,19870920,34,2,1,13542211134,020-81001134,buu1134@163.com,1,小米1134,北京11341,020-83001134,研发部,开发人员,3,15.1134,13542211634,1,20.1134,窦弘文1134,
320500198905245095,倪高爽,,19890524,35,2,1,13542211135,020-81001135,buu1135@163.com,1,小米1135,北京11351,020-83001135,研发部,开发人员,3,15.1135,13542211635,1,20.1135,倪高爽1135,
320500197307263619,郑懿轩,,19730726,36,2,1,13542211136,020-81001136,buu1136@163.com,1,小米1136,北京11361,020-83001136,研发部,开发人员,3,15.1136,13542211636,1,20.1136,郑懿轩1136,
320500197706135155,褚明哲,,19770613,37,2,1,13542211137,020-81001137,buu1137@163.com,1,小米1137,北京11371,020-83001137,研发部,开发人员,3,15.1137,13542211637,1,20.1137,褚明哲1137,
320500197805238897,常怡怿,,19780523,38,2,1,13542211138,020-81001138,buu1138@163.com,1,小米1138,北京11381,020-83001138,研发部,开发人员,3,15.1138,13542211638,1,20.1138,常怡怿1138,
320500197508219817,奚黎昕,,19750821,39,2,1,13542211139,020-81001139,buu1139@163.com,1,小米1139,北京11391,020-83001139,研发部,开发人员,3,15.1139,13542211639,1,20.1139,奚黎昕1139,
